SDG Region,Country or Territory Name,Average share of the built-up area of cities that is open space for public use for all (%) [a],Average share of urban population with convenient access to open public spaces (%) [b]
Central Asia and Southern Asia ,Sri Lanka,15.30558061,55.73180364
Western Asia and Northern Africa ,State of Palestine,14.04092032,18.03199058
Western Asia and Northern Africa ,State of Palestine,18.9193297,16.71813865
Western Asia and Northern Africa ,State of Palestine,10.89839165,9.472323264
Western Asia and Northern Africa ,State of Palestine,18.58515817,52.13623352
Western Asia and Northern Africa ,State of Palestine,15.89673548,53.55447697
Western Asia and Northern Africa ,State of Palestine,15.84169146,17.34003291
Western Asia and Northern Africa ,State of Palestine,11.84043105,45.12478361
Western Asia and Northern Africa ,State of Palestine,7.705282805,8.044536675
Western Asia and Northern Africa ,State of Palestine,15.37244608,18.36090971
Western Asia and Northern Africa ,State of Palestine,14.31739354,29.80396061
Western Asia and Northern Africa ,State of Palestine,13.75719816,36.58432209
Western Asia and Northern Africa ,State of Palestine,23.12053481,0.008884704
Western Asia and Northern Africa ,State of Palestine,17.53266678,38.87805636
Western Asia and Northern Africa ,State of Palestine,16.62680417,25.07555836
Western Asia and Northern Africa ,State of Palestine,9.951509323,45.4493407
Western Asia and Northern Africa ,State of Palestine,13.68684537,24.90249683
,Sub-Saharan Africa,,21.24338275
Western Asia and Northern Africa ,Sudan,19.17159038,67.1517535
Western Asia and Northern Africa ,Sudan,19.9152425,31.10033944
Western Asia and Northern Africa ,Sudan,23.98806806,40.36693944
Western Asia and Northern Africa ,Sudan,15.32997412,14.81228464
Western Asia and Northern Africa ,Sudan,16.25227462,32.07494458
Western Asia and Northern Africa ,Sudan,20.1524981,30.74475829
Western Asia and Northern Africa ,Sudan,19.7028674,44.16848172
Western Asia and Northern Africa ,Sudan,18.9866458,32.7774146
Western Asia and Northern Africa ,Sudan,18.8118914,61.19131194
Western Asia and Northern Africa ,Sudan,16.99208296,47.90127113
Latin America and the Caribbean ,Suriname,12.41395339,11.6301984
Northern America and Europe ,Sweden,23.85282182,75.38251205
Northern America and Europe ,Sweden,21.84868544,92.77288143
Northern America and Europe ,Sweden,21.61398413,85.96437964
Northern America and Europe ,Switzerland,16.17830493,81.79406029
Northern America and Europe ,Switzerland,25.77695504,77.11310142
Northern America and Europe ,Switzerland,21.32722309,87.82747545
Northern America and Europe ,Switzerland,23.37682662,80.30161086
Northern America and Europe ,Switzerland,19.93220932,76.8920582
Northern America and Europe ,Switzerland,20.29211701,70.08685711
Northern America and Europe ,Switzerland,17.30239266,82.94935777
Northern America and Europe ,Switzerland,15.43073529,85.42911257
Northern America and Europe ,Switzerland,24.70903753,81.93285141
Northern America and Europe ,Switzerland,21.96087874,67.58544468
Western Asia and Northern Africa ,Syrian Arab Republic,12.87720173,38.59058186
Western Asia and Northern Africa ,Syrian Arab Republic,12.58386398,45.38942635
Western Asia and Northern Africa ,Syrian Arab Republic,15.60338862,65.31990446
Western Asia and Northern Africa ,Syrian Arab Republic,16.1440731,76.30845822
Western Asia and Northern Africa ,Syrian Arab Republic,18.59916459,59.85555489
Western Asia and Northern Africa ,Syrian Arab Republic,17.6312012,68.48849204
Central Asia and Southern Asia ,Tajikistan,12.65579349,86.78529755
Central Asia and Southern Asia ,Tajikistan,11.59927787,38.74902572
Central Asia and Southern Asia ,Tajikistan,11.74233132,54.75511009
Central Asia and Southern Asia ,Tajikistan,,40.43101234
Central Asia and Southern Asia ,Tajikistan,13.89494897,83.35058249
Central Asia and Southern Asia ,Tajikistan,15.80395116,56.47552051
Central Asia and Southern Asia ,Tajikistan,16.49955827,51.39937584
Central Asia and Southern Asia ,Tajikistan,,42.74549235
Central Asia and Southern Asia ,Tajikistan,,51.59328837
Central Asia and Southern Asia ,Tajikistan,,40.9732942
Central Asia and Southern Asia ,Tajikistan,,30.46404234
Central Asia and Southern Asia ,Tajikistan,8.794113732,38.93751032
Eastern Asia and South-eastern Asia ,Thailand,16.05270683,48.03327224
Eastern Asia and South-eastern Asia ,Thailand,19.04555945,37.04566056
Eastern Asia and South-eastern Asia ,Thailand,11.81614166,22.29797521
Eastern Asia and South-eastern Asia ,Thailand,13.27703291,16.44781526
Eastern Asia and South-eastern Asia ,Thailand,15.69905499,22.21636972
Eastern Asia and South-eastern Asia ,Thailand,14.93703321,11.76994575
Eastern Asia and South-eastern Asia ,Thailand,11.87977556,29.98432875
Eastern Asia and South-eastern Asia ,Thailand,12.67012565,23.99717012
Eastern Asia and South-eastern Asia ,Timor-Leste,12.05133357,30.26570539
Sub-Saharan Africa ,Togo,10.11839705,15.26006283
Sub-Saharan Africa ,Togo,16.77538007,23.04068411
Sub-Saharan Africa ,Togo,14.1091998,24.01777091
Latin America and the Caribbean ,Trinidad and Tobago,11.29846927,12.87231424
Western Asia and Northern Africa ,Tunisia,24.487,36.94867281
Western Asia and Northern Africa ,Tunisia,18.5347,43.27366774
Western Asia and Northern Africa ,Tunisia,13.2183,42.89634529
Western Asia and Northern Africa ,Tunisia,17.54826667,44.85128751
Western Asia and Northern Africa ,Tunisia,15.07349592,50.89023861
Western Asia and Northern Africa ,Tunisia,20.98733,67.1552108
Western Asia and Northern Africa ,Tunisia,17.87153571,34.70802552
Western Asia and Northern Africa ,Tunisia,17.70744167,38.59700341
Western Asia and Northern Africa ,Tunisia,31.08817,20.761975
Western Asia and Northern Africa ,Tunisia,26.60111818,20.93327176
Western Asia and Northern Africa ,Tunisia,13.82258,42.89324366
Western Asia and Northern Africa ,Tunisia,15.09595143,46.76358675
Western Asia and Northern Africa ,Tunisia,21.28793333,15.89994438
Western Asia and Northern Africa ,Tunisia,47.11035,16.56800094
Western Asia and Northern Africa ,Tunisia,16.472325,42.69487543
Western Asia and Northern Africa ,Tunisia,14.12233333,45.92444247
Western Asia and Northern Africa ,Tunisia,14.19811667,18.55790372
Western Asia and Northern Africa ,Tunisia,18.25644286,22.74662417
Western Asia and Northern Africa ,Tunisia,16.45295,34.5356865
Western Asia and Northern Africa ,Tunisia,16.14727273,39.22932402
Western Asia and Northern Africa ,Tunisia,27.430485,10.7227061
Western Asia and Northern Africa ,Tunisia,22.015935,11.97419422
Western Asia and Northern Africa ,Tunisia,19.34652,27.36425564
Western Asia and Northern Africa ,Tunisia,13.85556,27.75508618
Western Asia and Northern Africa ,Tunisia,18.54560254,18.85796872
Western Asia and Northern Africa ,Tunisia,19.72212314,19.23458447
Western Asia and Northern Africa ,Tunisia,16.39282969,20.17704314
Western Asia and Northern Africa ,Tunisia,21.01675926,26.24466126
Western Asia and Northern Africa ,Tunisia,18.51670938,19.43590378
Western Asia and Northern Africa ,Tunisia,21.29118621,21.89030208
Western Asia and Northern Africa ,Tunisia,21.01714286,9.472447877
Western Asia and Northern Africa ,Tunisia,20.29124091,10.16509822
Western Asia and Northern Africa ,Tunisia,17.34239816,16.17839771
Western Asia and Northern Africa ,Tunisia,18.22230857,16.59288957
Western Asia and Northern Africa ,Tunisia,15.42585676,5.856167165
Western Asia and Northern Africa ,Tunisia,14.76038235,5.955714584
Western Asia and Northern Africa ,Tunisia,23.65708,43.79735533
Western Asia and Northern Africa ,Tunisia,18.65793333,46.86982103
Western Asia and Northern Africa ,Tunisia,19.13227143,69.51470619
Western Asia and Northern Africa ,Tunisia,16.62975,79.51783236
Western Asia and Northern Africa ,Tunisia,21.33064,42.46655209
Western Asia and Northern Africa ,Tunisia,16.21613,44.40257975
Western Asia and Northern Africa ,Tunisia,23.06947955,30.73268789
Western Asia and Northern Africa ,Tunisia,25.35594116,31.56775013
Western Asia and Northern Africa ,Tunisia,13.49041667,7.58233387
Western Asia and Northern Africa ,Tunisia,11.90288333,10.73129092
Western Asia and Northern Africa ,Türkiye,14.38239522,
Western Asia and Northern Africa ,Türkiye,,66.7296623
Western Asia and Northern Africa ,Türkiye,,41.79637503
Western Asia and Northern Africa ,Türkiye,11.44772985,
Western Asia and Northern Africa ,Türkiye,,84.03962738
Western Asia and Northern Africa ,Türkiye,12.56899344,
Western Asia and Northern Africa ,Türkiye,,66.84310505
Western Asia and Northern Africa ,Türkiye,9.615845995,
Western Asia and Northern Africa ,Türkiye,,70.55554107
Western Asia and Northern Africa ,Türkiye,17.20052051,
Western Asia and Northern Africa ,Türkiye,,90.70035021
Western Asia and Northern Africa ,Türkiye,,42.77068449
Western Asia and Northern Africa ,Türkiye,10.34537966,
Western Asia and Northern Africa ,Türkiye,13.15154078,
Western Asia and Northern Africa ,Türkiye,,76.78437255
Western Asia and Northern Africa ,Türkiye,11.91160587,
Western Asia and Northern Africa ,Türkiye,12.59107462,
Western Asia and Northern Africa ,Türkiye,,69.78525804
Western Asia and Northern Africa ,Türkiye,7.931099197,
Western Asia and Northern Africa ,Türkiye,8.024290315,
Western Asia and Northern Africa ,Türkiye,11.6849526,
Western Asia and Northern Africa ,Türkiye,13.31662034,
Western Asia and Northern Africa ,Türkiye,,90.30192211
Western Asia and Northern Africa ,Türkiye,7.508858903,
Western Asia and Northern Africa ,Türkiye,13.94115171,
Western Asia and Northern Africa ,Türkiye,7.907562119,
Western Asia and Northern Africa ,Türkiye,10.40031003,
Western Asia and Northern Africa ,Türkiye,6.242723781,
Western Asia and Northern Africa ,Türkiye,7.723040899,
Western Asia and Northern Africa ,Türkiye,15.14063547,
Western Asia and Northern Africa ,Türkiye,9.005450805,
Western Asia and Northern Africa ,Türkiye,15.80583481,
Western Asia and Northern Africa ,Türkiye,,70.67690988
Western Asia and Northern Africa ,Türkiye,12.85737199,
Western Asia and Northern Africa ,Türkiye,8.830854776,
Western Asia and Northern Africa ,Türkiye,,77.2966611
Western Asia and Northern Africa ,Türkiye,,69.21200038
Western Asia and Northern Africa ,Türkiye,,44.5420843
Western Asia and Northern Africa ,Türkiye,11.56034467,
Western Asia and Northern Africa ,Türkiye,,80.34266102
Western Asia and Northern Africa ,Türkiye,13.06973382,
Western Asia and Northern Africa ,Türkiye,,76.71111371
Western Asia and Northern Africa ,Türkiye,12.88887999,
Western Asia and Northern Africa ,Türkiye,,82.29356286
Western Asia and Northern Africa ,Türkiye,13.95347688,
Western Asia and Northern Africa ,Türkiye,16.12235216,
Western Asia and Northern Africa ,Türkiye,11.11665778,
Western Asia and Northern Africa ,Türkiye,,60.55908697
Western Asia and Northern Africa ,Türkiye,8.554403079,
Western Asia and Northern Africa ,Türkiye,6.866393512,
Western Asia and Northern Africa ,Türkiye,14.53809351,
Western Asia and Northern Africa ,Türkiye,,56.34515326
Western Asia and Northern Africa ,Türkiye,14.3461725,
Western Asia and Northern Africa ,Türkiye,,83.10295024
Western Asia and Northern Africa ,Türkiye,17.46548284,
Western Asia and Northern Africa ,Türkiye,,59.68386749
Western Asia and Northern Africa ,Türkiye,6.343896764,
Western Asia and Northern Africa ,Türkiye,7.130054273,
Western Asia and Northern Africa ,Türkiye,7.009449168,
Western Asia and Northern Africa ,Türkiye,10.15284462,
Western Asia and Northern Africa ,Türkiye,,85.37298453
Western Asia and Northern Africa ,Türkiye,20.64227288,
Western Asia and Northern Africa ,Türkiye,,59.78115216
Western Asia and Northern Africa ,Türkiye,15.95657787,
Western Asia and Northern Africa ,Türkiye,,73.66652469
Western Asia and Northern Africa ,Türkiye,12.14585509,
Western Asia and Northern Africa ,Türkiye,12.19774366,
Western Asia and Northern Africa ,Türkiye,14.9469718,
Western Asia and Northern Africa ,Türkiye,10.32204894,
Western Asia and Northern Africa ,Türkiye,13.92647591,
Western Asia and Northern Africa ,Türkiye,12.96678471,
Western Asia and Northern Africa ,Türkiye,,66.69600568
Western Asia and Northern Africa ,Türkiye,13.18828632,
Western Asia and Northern Africa ,Türkiye,11.27129529,
Western Asia and Northern Africa ,Türkiye,14.40080752,
Western Asia and Northern Africa ,Türkiye,12.60598099,
Western Asia and Northern Africa ,Türkiye,15.61889268,
Western Asia and Northern Africa ,Türkiye,14.50235803,
Western Asia and Northern Africa ,Türkiye,,65.31530714
Western Asia and Northern Africa ,Türkiye,9.217023132,
Western Asia and Northern Africa ,Türkiye,11.7126174,
Western Asia and Northern Africa ,Türkiye,,58.75643128
Western Asia and Northern Africa ,Türkiye,12.11841092,
Western Asia and Northern Africa ,Türkiye,11.52119607,
Western Asia and Northern Africa ,Türkiye,12.6521928,
Western Asia and Northern Africa ,Türkiye,,69.96430759
Western Asia and Northern Africa ,Türkiye,9.849637645,
Western Asia and Northern Africa ,Türkiye,7.352830073,
Western Asia and Northern Africa ,Türkiye,13.4,
Western Asia and Northern Africa ,Türkiye,13.59384285,
Western Asia and Northern Africa ,Türkiye,13.31738402,
Western Asia and Northern Africa ,Türkiye,,71.45515916
Western Asia and Northern Africa ,Türkiye,17.72463638,
Western Asia and Northern Africa ,Türkiye,,89.43508993
Western Asia and Northern Africa ,Türkiye,14.37542071,
Western Asia and Northern Africa ,Türkiye,17.32730772,
Western Asia and Northern Africa ,Türkiye,,58.91426086
Western Asia and Northern Africa ,Türkiye,15.43639333,
Western Asia and Northern Africa ,Türkiye,14.01514021,
Western Asia and Northern Africa ,Türkiye,,71.20885005
Western Asia and Northern Africa ,Türkiye,14.1811892,
Western Asia and Northern Africa ,Türkiye,,83.79672151
Western Asia and Northern Africa ,Türkiye,11.155407,
Western Asia and Northern Africa ,Türkiye,13.88796234,
Western Asia and Northern Africa ,Türkiye,12.64468365,
Western Asia and Northern Africa ,Türkiye,9.172158015,
Western Asia and Northern Africa ,Türkiye,,71.98550835
Western Asia and Northern Africa ,Türkiye,,70.27816568
Western Asia and Northern Africa ,Türkiye,14.82030016,
Western Asia and Northern Africa ,Türkiye,,73.74681367
Western Asia and Northern Africa ,Türkiye,10.00836892,
Western Asia and Northern Africa ,Türkiye,19.98482004,
Western Asia and Northern Africa ,Türkiye,6.278801631,
Western Asia and Northern Africa ,Türkiye,12.0624116,
Western Asia and Northern Africa ,Türkiye,,67.15263191
Western Asia and Northern Africa ,Türkiye,9.786897,
Western Asia and Northern Africa ,Türkiye,,84.12535165
Western Asia and Northern Africa ,Türkiye,12.9194342,
Western Asia and Northern Africa ,Türkiye,12.59394748,
Western Asia and Northern Africa ,Türkiye,7.802064411,
Central Asia and Southern Asia ,Turkmenistan,15.84376793,48.84997948
Central Asia and Southern Asia ,Turkmenistan,17.1068882,70.59241947
Central Asia and Southern Asia ,Turkmenistan,,33.4935355
Central Asia and Southern Asia ,Turkmenistan,12.2628424,20.93027584
Central Asia and Southern Asia ,Turkmenistan,12.472765,27.84647897
Central Asia and Southern Asia ,Turkmenistan,17.40979957,36.92684634
Central Asia and Southern Asia ,Turkmenistan,17.02808356,52.1813903
Central Asia and Southern Asia ,Turkmenistan,14.22330723,38.42477097
Central Asia and Southern Asia ,Turkmenistan,15.37380695,49.70310391
Sub-Saharan Africa ,Uganda,10.23754756,76.02066683
Sub-Saharan Africa ,Uganda,12.65010337,17.27669561
Sub-Saharan Africa ,Uganda,11.51158176,22.85438954
Sub-Saharan Africa ,Uganda,15.40104046,20.83074244
Sub-Saharan Africa ,Uganda,11.62313044,33.75643543
Sub-Saharan Africa ,Uganda,14.08904751,17.84335853
Sub-Saharan Africa ,Uganda,,28.85504516
Sub-Saharan Africa ,Uganda,15.20110484,18.92789867
Northern America and Europe ,Ukraine,15.43206873,38.09208268
Northern America and Europe ,Ukraine,12.74301589,36.4161073
Northern America and Europe ,Ukraine,14.52038821,61.11169633
Northern America and Europe ,Ukraine,12.27269877,38.48352064
Northern America and Europe ,Ukraine,11.45657329,65.03137097
Northern America and Europe ,Ukraine,14.08278769,34.88979702
Northern America and Europe ,Ukraine,19.06985108,71.23922751
Northern America and Europe ,Ukraine,18.64613445,77.86882673
Northern America and Europe ,Ukraine,21.54590706,47.98961023
Northern America and Europe ,Ukraine,14.12037818,56.58930078
Northern America and Europe ,Ukraine,19.25549702,55.54748671
Western Asia and Northern Africa ,United Arab Emirates,21.08462132,37.56785863
Western Asia and Northern Africa ,United Arab Emirates,15.02200533,41.26677383
Western Asia and Northern Africa ,United Arab Emirates,16.09862571,82.31711146
Western Asia and Northern Africa ,United Arab Emirates,12.88466643,40.60414513
Western Asia and Northern Africa ,United Arab Emirates,16.39770926,66.10354734
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,22.16767224,97.32194678
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,17.11168396,80.73781761
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,17.89212873,96.58470971
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,18.91127889,86.22027805
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,21.94213617,99.08592465
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,17.78641452,78.63956781
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,21.51284233,94.79370921
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,16.71780114,86.08338618
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,17.4249202,75.05881435
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,23.88901495,87.09553003
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,22.19174819,81.56104146
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,17.43281305,90.49008182
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,19.28158731,94.0254402
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,16.50062144,77.27887488
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,20.34674886,95.20813377
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,17.11489646,58.18423722
Northern America and Europe ,United Kingdom of Great Britain and Northern Ireland,26.28577688,89.40911853
Sub-Saharan Africa ,United Republic of Tanzania,12.60925603,16.69997569
Sub-Saharan Africa ,United Republic of Tanzania,11.64061196,14.7156244
Northern America and Europe ,United States of America,12.42982778,43.30655782
Northern America and Europe ,United States of America,20.86052353,48.32393398
Northern America and Europe ,United States of America,21.97703662,71.9384346
Northern America and Europe ,United States of America,13.76867451,21.22928989
Northern America and Europe ,United States of America,19.79114833,68.16232444
Northern America and Europe ,United States of America,14.46908168,15.90393148
Northern America and Europe ,United States of America,17.21732058,47.84582348
Northern America and Europe ,United States of America,19.99389747,29.8145708
Northern America and Europe ,United States of America,19.39374217,31.3288181
Northern America and Europe ,United States of America,4.763612101,10.60705475
Northern America and Europe ,United States of America,20.44598177,41.90024056
Northern America and Europe ,United States of America,20.56203583,42.95722263
Northern America and Europe ,United States of America,17.58113363,37.45456078
Northern America and Europe ,United States of America,11.06110253,10.75655296
Northern America and Europe ,United States of America,15.02223489,26.21117965
Northern America and Europe ,United States of America,16.87036162,43.10540517
Northern America and Europe ,United States of America,13.38244009,2.487283592
Northern America and Europe ,United States of America,14.78598905,41.57702855
Northern America and Europe ,United States of America,16.4137598,63.35954994
Northern America and Europe ,United States of America,15.17267916,27.0011125
Northern America and Europe ,United States of America,13.25938494,21.55613635
Northern America and Europe ,United States of America,18.2376906,34.37733321
Northern America and Europe ,United States of America,18.11819802,19.41742594
Northern America and Europe ,United States of America,13.51038881,22.49437029
Northern America and Europe ,United States of America,16.30022853,52.69023675
Northern America and Europe ,United States of America,22.37099935,48.27115411
Northern America and Europe ,United States of America,17.79180586,26.48990657
Northern America and Europe ,United States of America,19.45795397,29.43559538
Northern America and Europe ,United States of America,17.98252463,54.76986069
Northern America and Europe ,United States of America,12.91069707,28.63879208
Northern America and Europe ,United States of America,20.72312619,41.35998863
Northern America and Europe ,United States of America,16.48556362,25.71434712
Northern America and Europe ,United States of America,14.71050266,21.09515944
Northern America and Europe ,United States of America,22.85292815,51.30122647
Northern America and Europe ,United States of America,19.54939953,71.02611045
Northern America and Europe ,United States of America,22.13422939,37.2950376
Northern America and Europe ,United States of America,16.12417198,57.44713595
Northern America and Europe ,United States of America,24.51237676,56.19383012
Northern America and Europe ,United States of America,23.72950931,25.44833277
Northern America and Europe ,United States of America,16.27228166,32.62302347
Northern America and Europe ,United States of America,17.57619301,65.19386089
Northern America and Europe ,United States of America,26.18186294,51.86229685
Northern America and Europe ,United States of America,15.77682802,35.1515133
Northern America and Europe ,United States of America,,59.01336845
Northern America and Europe ,United States of America,16.06613051,57.71544327
Northern America and Europe ,United States of America,17.70237782,47.07578464
Northern America and Europe ,United States of America,23.53963581,63.46851225
Northern America and Europe ,United States of America,23.87282005,34.23219643
Northern America and Europe ,United States of America,18.8920544,36.84192578
Northern America and Europe ,United States of America,17.68270817,34.42044137
Northern America and Europe ,United States of America,17.95694484,35.53455339
Northern America and Europe ,United States of America,18.64129635,63.00848365
Northern America and Europe ,United States of America,18.07205599,27.54044066
Northern America and Europe ,United States of America,17.96785049,40.29446031
Northern America and Europe ,United States of America,16.55027022,65.50575031
Northern America and Europe ,United States of America,21.00295698,48.42792285
Northern America and Europe ,United States of America,11.63690616,52.80240014
Northern America and Europe ,United States of America,14.30659003,20.25090582
Northern America and Europe ,United States of America,22.82013246,39.97780172
Latin America and the Caribbean ,Uruguay,25.52715331,92.15723413
Latin America and the Caribbean ,Uruguay,12.01046297,49.8266332
Latin America and the Caribbean ,Uruguay,20.16969499,81.19943675
Latin America and the Caribbean ,Uruguay,16.4467395,69.19484924
Latin America and the Caribbean ,Uruguay,16.58700551,71.2206153
Latin America and the Caribbean ,Uruguay,15.55553827,82.6641021
Latin America and the Caribbean ,Uruguay,16.03846667,70.38901483
Latin America and the Caribbean ,Uruguay,16.38670392,58.92478291
Latin America and the Caribbean ,Uruguay,16.91154784,67.96553299
Latin America and the Caribbean ,Uruguay,13.70667069,69.79020348
Central Asia and Southern Asia ,Uzbekistan,13.03735584,27.2184738
Central Asia and Southern Asia ,Uzbekistan,8.491039739,14.5824363
Central Asia and Southern Asia ,Uzbekistan,16.95498839,62.70212001
Central Asia and Southern Asia ,Uzbekistan,,60.15878912
Central Asia and Southern Asia ,Uzbekistan,12.41921912,38.90827417
Central Asia and Southern Asia ,Uzbekistan,,14.55882353
Central Asia and Southern Asia ,Uzbekistan,10.01655226,24.69118496
Central Asia and Southern Asia ,Uzbekistan,13.11845046,27.80642159
Central Asia and Southern Asia ,Uzbekistan,9.043581783,16.47188363
Central Asia and Southern Asia ,Uzbekistan,9.842015031,12.18488834
Central Asia and Southern Asia ,Uzbekistan,16.52207778,54.05343908
Central Asia and Southern Asia ,Uzbekistan,13.65198565,28.78345735
Central Asia and Southern Asia ,Uzbekistan,,24.56975176
Central Asia and Southern Asia ,Uzbekistan,12.24786275,25.27675581
Central Asia and Southern Asia ,Uzbekistan,6.376573384,17.30008494
Central Asia and Southern Asia ,Uzbekistan,15.40491102,26.34320561
Central Asia and Southern Asia ,Uzbekistan,12.42887768,30.85346607
Central Asia and Southern Asia ,Uzbekistan,13.70196343,23.13908572
Central Asia and Southern Asia ,Uzbekistan,16.47962303,24.93356953
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),17.29561954,56.72352737
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),13.43209279,46.74123578
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),18.94990045,59.17289416
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),20.86435346,43.59783938
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),22.70560496,57.83409762
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),22.20456347,86.00143255
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),18.7854773,79.54863304
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),18.51451105,38.10284291
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),14.71511266,62.15850018
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),8.7405095,56.25922272
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),18.88602704,15.57386699
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),17.60956061,78.62711614
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),15.36775927,39.57768677
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),15.62392431,59.20389444
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),13.21617383,40.44765145
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),11.92669603,36.33539236
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),16.27806889,35.47343823
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),19.94713986,39.72286102
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),16.12684454,56.47774876
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),15.31583617,35.0544988
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),18.21913576,53.28081524
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),16.57304224,57.5295296
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),14.73696459,13.8874756
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),16.30257187,41.39070692
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),17.76599028,74.27011801
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),18.18925146,29.08908773
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),17.66186757,48.02027222
Latin America and the Caribbean ,Venezuela (Bolivarian Republic of),20.8050562,76.34484069
Eastern Asia and South-eastern Asia ,Viet Nam,11.82725194,21.79602593
Eastern Asia and South-eastern Asia ,Viet Nam,15.37516042,49.54881842
Eastern Asia and South-eastern Asia ,Viet Nam,9.628835708,28.45997898
Eastern Asia and South-eastern Asia ,Viet Nam,16.11986821,53.23560057
Eastern Asia and South-eastern Asia ,Viet Nam,8.848057399,30.18173067
Eastern Asia and South-eastern Asia ,Viet Nam,13.64890586,40.06153741
Eastern Asia and South-eastern Asia ,Viet Nam,12.82535674,47.33652494
Eastern Asia and South-eastern Asia ,Viet Nam,14.6182195,30.39845327
Eastern Asia and South-eastern Asia ,Viet Nam,20.31975204,24.42616805
Eastern Asia and South-eastern Asia ,Viet Nam,12.26751097,6.724493669
Eastern Asia and South-eastern Asia ,Viet Nam,12.51291039,27.30930878
,Western Asia and Northern Africa,,41.06094423
,World,,44.21464991
Western Asia and Northern Africa ,Yemen,12.0668663,51.73744931
Western Asia and Northern Africa ,Yemen,16.39678011,39.43182126
Western Asia and Northern Africa ,Yemen,13.55007821,27.69792552
Western Asia and Northern Africa ,Yemen,8.833300766,36.20258657
Western Asia and Northern Africa ,Yemen,11.95002027,26.48544717
Western Asia and Northern Africa ,Yemen,15.8715112,12.38103183
Western Asia and Northern Africa ,Yemen,12.61796052,9.036723845
Western Asia and Northern Africa ,Yemen,16.54237644,26.26184371
Western Asia and Northern Africa ,Yemen,10.97937382,13.83215853
Sub-Saharan Africa ,Zambia,11.58723138,1.91586868
Sub-Saharan Africa ,Zambia,12.00412843,13.0643787
Sub-Saharan Africa ,Zambia,13.65250255,8.326981898
Sub-Saharan Africa ,Zambia,12.1848212,7.951029581
Sub-Saharan Africa ,Zimbabwe,13.61212385,14.05354075
Sub-Saharan Africa ,Zimbabwe,9.26842171,4.286860485
Sub-Saharan Africa ,Zimbabwe,12.91519151,21.82775047
Sub-Saharan Africa ,Zimbabwe,9.32211563,18.50313069
Sub-Saharan Africa ,Zimbabwe,10.86765741,14.47726797
Sub-Saharan Africa ,Zimbabwe,10.39490163,33.32667859
Sub-Saharan Africa ,Zimbabwe,9.638503026,18.14767033
Sub-Saharan Africa ,Zimbabwe,11.50385737,23.27515544
Sub-Saharan Africa ,Zimbabwe,10.24147497,18.64947664
